3.294480000070193782e+05 2.370235936976910161e+05 1.873516193140354881e+05 1.834851856631129049e+05 1.815985728136570251e+05 1.817089751183213666e+05 1.865389240866125328e+05 1.999204088987497089e+05 2.346377225730529753e+05
3.418936000064006541e+06 2.344721062279490288e+06 1.714443419159212150e+06 1.634857165801809169e+06 1.558377656493826536e+06 1.486440612949124072e+06 1.419841929539936827e+06 1.361005955592864426e+06 1.321287618656364735e+06
3.540210000039746519e+05 3.096222678586252732e+05 2.920306334915842162e+05 2.957054836260193260e+05 3.041505934382969281e+05 3.167509515763908857e+05 3.413508871895502089e+05 3.918501878107609227e+05 5.044210026311522815e+05
3.429120000020681764e+05 1.993193753512137337e+05 1.196012553958877979e+05 1.102740536479094590e+05 1.013800063861346134e+05 9.295355502247820550e+04 8.544789693122153403e+04 8.156466546102252323e+04 8.815281433678264148e+04
8.560500000175162859e+04 8.091804149307045736e+04 8.898012815125251655e+04 9.300215103231159446e+04 9.937499057637032820e+04 1.092470745634612249e+05 1.265661415028705960e+05 1.582197226868220023e+05 2.185070362105476670e+05
6.596100000114846625e+04 5.171511930161072087e+04 4.669038714371442620e+04 4.735001909809287463e+04 4.839466751443440444e+04 5.058303549879842467e+04 5.409132403418391914e+04 6.025143962561414082e+04 7.238838448596998933e+04
4.301000000105110666e+04 3.285943303394960094e+04 2.750049452883860795e+04 2.690825650766293256e+04 2.634521869699687886e+04 2.661167823871905784e+04 2.744330819454419543e+04 3.071163257735937441e+04 3.877889255698212219e+04
2.156380000030087249e+05 6.968473205587177654e+04 1.064288737592640246e+04 2.487073764159504208e+03 -6.283461047518307169e+03 -1.448260800658951484e+04 -2.265583685438123211e+04 -2.897827690280710522e+04 -3.283635639040247042e+04
7.136250000028031645e+05 4.817001737114374992e+05 3.458718170438562520e+05 3.337996397841896396e+05 3.241879842844378436e+05 3.196970176394748851e+05 3.225114942238847143e+05 3.387217335485054646e+05 3.896927519622722175e+05
2.255400000012655510e+05 1.727080711397168925e+05 1.408299587997499621e+05 1.388264886365931015e+05 1.393391399789294810e+05 1.415228963758705067e+05 1.493873085109725071e+05 1.675614592931914376e+05 2.207677699540705071e+05
3.278760000017990824e+05 1.986488321761592524e+05 1.436127006592449034e+05 1.389052645841992344e+05 1.364390836477864068e+05 1.366867646355241886e+05 1.428711452333404450e+05 1.605813691330496513e+05 2.054512060498028586e+05
2.940200000027500937e+04 3.231682897024341219e+04 3.275181036987370317e+04 3.355966277410015755e+04 3.514268841249022807e+04 3.831874783373867103e+04 4.333902347531126725e+04 5.283424420958496921e+04 7.282754237126665248e+04
5.460400000082763290e+04 4.668949089663981431e+04 4.631260390394696151e+04 4.677670057015121711e+04 4.789985281004744320e+04 5.042633075999742141e+04 5.475792953150311951e+04 6.175448873098513286e+04 7.493248656722586020e+04
6.997020000054092379e+05 2.329606154235004215e+05 -4.183032599995814962e+03 -3.871166416264839063e+04 -7.422476263053184084e+04 -1.117854106659653771e+05 -1.507266184832365543e+05 -1.917832088969939214e+05 -2.281791596855724638e+05
7.064070000046076020e+05 5.718937380523638567e+05 4.991262733486918733e+05 4.986892534884864581e+05 5.017296122557375929e+05 5.106831844152153935e+05 5.297662447904906003e+05 5.802051594779102597e+05 7.234655305330513511e+05
9.937200000378926052e+04 9.050872360313634272e+04 9.370726266947788827e+04 9.676495068608660949e+04 1.005122102243245754e+05 1.063992012106493494e+05 1.167858494394983863e+05 1.349925593496638758e+05 1.717989606495408807e+05
