"","11874.X15.1095","11874.X15.1","11874.X15.515","11874.X15.1053","11874.X15.1092","11874.X15.2","11874.X15.1083","11874.X15.489","11874.X15.85","11874.X15.910","11874.X15.376","11874.X15.909","11874.X15.920","11874.X15.1055","11874.X15.1062","11874.X15.1227","11874.X15.1231","11874.X15.1239","11874.X15.1261","11874.X15.551","11874.X15.696","11874.X15.698","11874.X15.794","11874.X15.959","11874.X15.960","11874.X15.1085","11874.X15.850","11874.X15.1245","11874.X15.1081","11874.X15.1086","11874.X15.1254","11874.X15.1255","11874.X15.1256","11874.X15.1281","11874.X15.487","11874.X15.527","11874.X15.7","11874.X15.848","11874.X15.865","11874.X15.492","11874.X15.1251","11874.X15.1091","11874.X15.1253","11874.X15.1280","11874.X15.15","11874.X15.1262","11874.X15.146","11874.X15.231","11874.X15.293","11874.X15.303","11874.X15.587","11874.X15.73","11874.X15.149","11874.X15.261","11874.X15.248","11874.X15.218","11874.X15.311","11874.X15.304","11874.X15.317","11874.X15.104","11874.X15.110","11874.X15.123","11874.X15.128","11874.X15.134","11874.X15.188","11874.X15.206","11874.X15.212","11874.X15.224","11874.X15.236","11874.X15.243","11874.X15.256","11874.X15.267","11874.X15.275","11874.X15.281","11874.X15.286","11874.X15.297","11874.X15.301","11874.X15.306","11874.X15.308","11874.X15.320","11874.X15.327","11874.X15.338","11874.X15.418","11874.X15.440","11874.X15.450","11874.X15.470","11874.X15.49","11874.X15.584","11874.X15.585","11874.X15.61","11874.X15.68","11874.X15.829","11874.X15.834","11874.X15.99","11874.X15.136","11874.X15.325","11874.X15.412","11874.X15.194","11874.X15.163","11874.X15.295","11874.X15.142","11874.X15.424","11874.X15.322","11874.X15.446","11874.X15.80","11874.X15.181","11874.X15.144","11874.X15.448","11874.X15.55","11874.X15.42"
"1044419",1,1,1,6,1833,0,5350,0,1,0,0,1,0,0,1,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24,0,6,1,0,0,71,373,0,0,46,190,0,471,65,280,0,0,0,0,199,317,117,0,66,2334,60,1235,32,132,84,1101,1000,3189,424,2392,217,9,136,0,0,203,1,47,34,1,46,774,69,215,590,0,11,158,30,1,1,83,370,2,413,83,319,314,354,33,0,33,86,42
"4471854",73,383,34,41,68,224,208,11,153,294,1004,210,220,50,16,85,421,159,81,79,14,40,85,465,224,383,60,157,75,107,159,848,120,535,24,22,67,20,110,28,739,69,204,729,14,417,11,151,47,57,65,50,0,134,0,73,237,28,239,31,13,97,59,56,6,7,48,44,7,0,0,2,2,162,49,180,7,40,0,16,28,18,41,82,41,0,32,93,13,535,26,22,54,29,43,44,112,204,14,81,32,17,9,8,20,11,0,10,37,6
"4301511",24,11,45,104,63,18,125,14,14,38,33,19,33,16,50,64,265,132,181,86,13,61,115,99,67,38,41,10,10,24,15,44,86,39,0,3,0,19,28,0,159,28,67,15,0,26,3,19,0,37,108,10,0,14,83,88,0,20,22,0,44,76,282,151,12,31,161,176,0,1,36,177,12,163,23,113,38,0,120,16,11,18,0,304,31,0,23,74,61,128,24,86,153,84,125,33,101,22,57,2,37,62,4,42,25,31,0,11,8,8
"180155",2,1,0,5,15,3,2,0,5,2,8,5,1,1,4,2,0,6,5,2,0,2,6,1,6,2,2,2,2,1,4,4,3,4,1,2,2,0,3,0,0,1,0,5,0,7,0,0,3,2,2,3,0,2,2,1,7,5,39,0,0,3,0,1,0,3,4,3,1,0,0,0,1,2,3,10,0,0,1,0,5,1,0,4,0,0,1,1,0,8,8,0,0,3,1,3,1,4,0,1,1,0,0,3,3,1,1,0,0,0
"177581",1,13,0,3,0,12,1,2,4,11,6,7,10,0,0,7,2,2,0,0,0,0,3,1,11,8,2,2,13,8,13,14,5,3,2,5,0,0,5,0,28,0,3,12,0,3,0,2,0,5,0,0,0,0,0,1,1,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"4424063",54,79,9,16,14,18,46,12,14,72,136,36,35,8,31,30,141,113,26,9,10,18,14,102,34,81,50,61,33,61,44,34,6,116,33,33,4,45,53,10,153,36,29,101,5,60,44,36,6,19,15,18,61,12,4,39,20,55,53,60,2,33,17,23,5,43,16,11,2,2,3,29,22,61,17,194,12,11,0,2,17,12,520,64,4,2,9,134,29,38,14,15,45,19,5,18,17,33,11,31,29,2,11,3,6,18,0,0,11,2
"19611",3,1,4,0,0,0,1,0,4,0,0,0,0,1,4,2,6,10,4,1,0,6,1,4,2,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,2,0,0,1,5,0,19,13,0,4,0,9,13,5,0,0,1,2,10,58,7,37,3,0,0,0,6,0,0,8,0,0,0,0,1,3,0,4,0,6,0,12,2,1,4,15,0,1,2,0,2,0,0,0,3,0
"4478840",0,0,4,0,0,0,1,0,29,13,0,1,10,0,0,9,0,5,9,17,12,0,22,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,81,5,0,0,1,0,2,39,13,1,5,5,8,15,0,2,14,0,2,3,4,34,3,0,36,1,4,0,0,38,10,0,0,15,12,0,0,9,0,6,1,0,0,0,1,0,2,14,0,9,0,1,0,2,0,1
"1015518",3,3,1,2,3,8,3,2,3,3,4,3,1,3,1,0,1,5,8,0,2,3,4,0,4,8,2,6,3,4,3,8,1,0,1,2,1,2,1,1,4,5,2,4,2,4,3,2,2,6,6,3,3,3,4,14,1,3,4,1,5,8,5,4,1,8,7,3,0,3,6,2,1,10,1,14,0,2,9,2,5,4,7,23,0,1,5,4,6,6,2,5,1,10,4,1,6,5,4,4,5,3,3,3,3,6,1,1,1,2
"177618",3,7,0,5,5,0,18,0,7,9,10,5,16,4,1,5,12,7,6,2,0,0,0,7,7,17,4,2,0,2,9,29,8,5,3,0,0,0,3,0,26,1,1,16,0,8,1,11,1,2,1,0,0,3,0,4,0,6,3,1,0,6,6,1,0,2,6,6,0,0,0,2,4,16,0,12,2,0,2,0,1,1,0,24,0,0,0,3,2,13,3,4,0,0,1,1,1,0,3,4,6,3,0,2,0,2,0,1,5,1
"184678",0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,114,0,0,0,0,270,0,0,0,0,0,4,4,0,22,0,3,221,0,0,0,0,0,0,0,20,17,0,0,431,154,0,0,0,29,51,0,1,0,0,0,239,28,13,17,11,153,41,10,2,19,0,19,32,8,0,14,4,5,23,4,27,0,108,6,0,18,30,31,1939,0,10,3,15,59,11,32,104,4,3,2,18,0,90,96,59,0,5,15,0
"524444",2,3,0,2,0,3,22,8,0,8,0,8,6,2,0,9,0,0,1,0,0,5,6,3,2,0,0,4,2,1,3,7,6,0,0,2,0,1,5,0,16,0,3,0,0,3,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,22,2,0,6,3,6,0,1,3,9,16,0,6,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,2,0,0,2,0,0,3,4,0,0,1,0,0
"4359797",11,12,2,5,5,15,14,0,8,11,51,16,5,8,4,3,3,7,16,0,1,0,0,5,13,29,4,22,1,1,17,21,0,11,4,2,3,0,35,4,67,9,14,30,6,31,2,3,0,5,10,4,0,1,0,17,0,11,17,0,0,5,0,3,0,0,1,7,0,0,0,1,9,1,2,13,0,0,0,0,1,0,0,11,2,0,2,5,2,12,0,0,2,5,2,1,28,21,0,4,4,2,0,2,1,4,0,0,2,2
"4309760",0,0,80,0,0,0,0,0,3,10,0,2,1,2,120,31,59,38,216,18,70,237,21,115,95,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12,5,5,0,13,12,1,0,22,47,31,0,2,0,0,29,261,8,72,11,18,87,49,1,0,166,8,5,57,0,8,13,0,56,0,14,3,2,631,34,0,0,15,23,60,1,131,0,44,9,8,0,0,21,3,0,0,0,64,22,6,0,75,0,5
"4326866",1,0,159,0,0,0,0,0,1,0,0,0,2,19,1,0,54,27,173,0,25,28,0,60,34,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,19,0,0,4,24,14,0,8,9,0,7,103,132,18,1,107,68,41,1,5,114,45,10,131,24,312,7,0,62,2,27,0,0,267,1,0,3,49,37,0,20,13,0,14,0,15,12,0,62,10,0,12,2,22,5,0,0,27,0,2
"195252",0,1,16,0,0,1,0,0,0,0,0,0,0,26,15,0,2,36,7,0,1,31,0,50,83,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,0,0,0,16,0,0,0,3,0,0,38,8,0,2,19,3,30,9,0,25,10,7,0,1,1,9,28,11,148,5,0,0,0,0,14,0,0,0,0,6,0,13,0,1,0,5,20,16,0,0,0,4,0,0,15,0,10,12,0,7,14,7,6
"305224",0,0,0,0,0,0,20,0,0,1,0,3,0,0,61,2,0,13,3,0,0,0,0,2,4,0,0,0,26,9,0,15,4,0,101,0,38,62,0,0,102,1,59,0,0,0,0,0,0,33,4,0,0,1,10,10,0,0,0,0,0,8,0,3,0,0,2,0,0,0,0,0,0,2,0,0,5,0,0,2,29,0,0,0,51,0,0,2,0,23,0,0,0,4,1,2,3,0,3,0,0,0,0,1,1,0,0,28,0,3
"340711",0,1,11,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,2,0,0,3,0,1,6,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,2,0,1,3,0,0,5,0,0,0,3,4,1,1,0,0,1,3,11,0,12,0,0,3,2,3,0,0,20,1,0,1,8,6,2,0,3,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,1
"4332878",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,9,9,0,0,2,0,16,11,12,0,0,0,0,4,8,7,4,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,19,2,0,0,2,1,6,1,48,1,0,0,9,1,0,3,1,3,14,5,0,0,0,4,37,0,22,1,0,0,1,10,1,134,39,0,0,0,12,4,11,0,17,6,4,2,0,42,1,0,1,0,1,0,0,4,7,0,1,2,0
"4457438",1,88,45,3,7,200,7,360,754,42,10,16,33,4,23,1,9,68,17,40,52,5,13,184,190,719,6,6,28,48,130,108,18,3,40,8,13,41,2,43,3,2,1,15,116,172,4,0,0,843,6,0,0,40,8,6,271,0,28,0,175,269,10,2,9,43,2,81,1,0,4,3,13,145,231,1115,133,7,3,9,144,3,1,8,7,0,2,115,1,756,1,0,26,147,309,3,8,859,28,182,326,0,50,248,1,460,0,1,199,37
"2407149",7,0,35,5,3,17,19,61,33,24,34,7,35,40,214,134,93,100,167,175,35,23,362,18,8,8,277,1,6,10,3,0,8,12,159,9,53,160,1,460,4,15,0,17,50,83,16,0,2,1,0,10,0,4,0,9,0,117,0,14,6,9,14,4,6,0,2,2,0,0,1,1,6,13,32,216,0,0,9,3,0,8,0,19,4,0,0,26,0,60,44,0,18,77,81,1,0,49,3,21,127,10,0,0,2,14,0,0,0,4
"230232",26,19,12,36,26,20,49,5,0,1,29,0,2,11,3,4,38,19,8,0,1,4,5,15,11,24,0,12,1,6,29,72,23,4,1,24,2,3,17,5,223,0,41,24,0,11,4,7,3,13,3,0,0,3,0,9,0,9,19,42,4,5,0,5,3,10,0,9,0,2,0,9,6,21,12,16,5,2,0,4,7,2,270,26,8,0,1,12,1,40,8,7,10,0,5,5,9,3,0,8,4,0,0,2,4,0,2,0,1,0
"176450",1,2,1,4,0,3,0,0,0,1,45,2,2,1,0,0,4,3,1,0,0,0,0,5,4,8,1,0,1,0,1,18,25,28,0,0,2,0,3,0,121,7,18,16,0,12,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,15,4,0,0,0,1,1,2,0,0,2,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0
"1053321",1,3,3,0,1,2,2,1,0,2,3,1,1,2,3,2,1,4,1,4,1,1,1,4,2,1,1,4,0,4,1,1,0,0,1,2,2,1,4,2,1,1,0,2,0,0,0,1,1,3,5,6,2,3,3,7,0,7,4,4,3,10,4,5,0,5,2,2,2,3,2,3,1,5,3,9,0,2,6,2,9,1,4,16,3,6,1,3,5,10,1,2,2,6,3,1,1,2,2,1,5,1,3,5,2,5,1,1,2,1
"198190",3,1,4,10,1,1,6,3,2,1,0,1,1,3,7,1,3,12,10,0,1,5,0,0,1,0,5,0,0,1,0,0,0,1,0,9,2,0,0,1,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,19,0,0,9,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,0,2,6,0,0,1,0,1,0,0,0,0,0,0,0,0
"298451",0,1,0,0,0,0,1,0,1,22,0,41,48,3,0,9,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,3,3,0,171,11,18,0,74,0,0,6,117,32,0,31,171,1,68,428,0,60,15,19,69,256,47,0,9,102,13,7,32,1,8,92,17,13,187,13,0,92,25,20,13,441,803,178,570,166,5,25,8,37,1,4,21,46,50,444,35,41,10,66,60,27,13,21
"195105",0,13,1,10,11,58,22,8,1,5,0,2,10,2,15,2,1,15,0,0,4,0,3,4,9,6,5,0,25,87,80,12,0,0,30,26,0,19,0,0,0,16,3,0,0,7,0,0,0,1,7,0,0,32,0,0,1,0,0,0,3,0,0,0,1,2,0,3,0,0,0,0,1,0,0,48,0,6,0,1,0,3,0,0,2,0,0,0,4,8,3,0,0,3,2,1,0,0,0,0,4,0,0,0,0,0,0,3,0,0
"175180",0,3,1,1,0,4,0,0,0,3,2,4,1,2,0,0,3,4,1,2,0,4,0,2,6,2,2,2,1,0,0,11,5,1,0,0,0,0,2,0,8,0,1,2,0,8,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0,3,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
"4449851",82,2620,1,1,0,7,0,1,0,0,0,1,0,13,18,0,1,11,1,0,3,0,0,38,51,7,1,6,0,2,0,0,168,106,0,43,30,3,446,0,0,1,0,1,1,59,1,8,0,388,1,102,1,0,3,12,0,32,1,0,16,0,12,0,2,108,10,32,136,6,0,6,49,54,19,533,54,53,7,6,226,174,3,220,0,219,0,0,59,1,0,0,0,0,0,55,87,0,19,3,72,65,211,8,1,26,526,0,0,0
"175761",0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,5,2,0,0,3,2,0,32,179,0,1,46,40,2,1,52,214,0,0,2,14,0,1,306,83,675,4,0,36,14,103,0,14,19,0,0,0,24,20,0,5,77,18,4,4,58,0,0,72,27,0,0,1,0,24,11,0,1,0,3
"591439",0,0,19,0,0,0,0,0,4,5,8,8,4,14,1,1,87,4,13,0,1,7,0,5,7,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,8,0,5,0,0,1,0,0,1,2,6,0,16,15,0,1,15,2,5,0,13,8,8,3,0,1,10,3,11,5,14,3,0,2,1,2,0,0,20,0,0,1,12,3,5,2,33,0,1,0,2,5,0,3,0,0,1,5,0,1,1,0,3,1,0
"301956",0,0,381,0,0,0,1,0,0,0,0,0,1,61,0,0,29,1,709,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,1637,1,1,397,1,0,1,3236,2,532,16,0,36,1608,16,26,359,0,0,79,19,0,416,3,146,70,17,4,634,0,1,1209,1,1,18,32,7,0,0,0,17,0,1,194,0,4296,0,1,908,0,0,102,0,218,1,108,561,0,0,0,1,1311
"183169",1,0,2,0,0,1,3,0,0,0,2,1,5,0,0,1,6,3,4,0,0,0,1,3,4,2,0,0,0,0,3,1,0,4,0,1,1,0,3,0,4,1,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,3,1,1,1,0,0,0,0,0,2,3,4,14,0,9,1,0,0,0,1,0,0,12,1,0,0,4,0,1,0,0,2,0,0,0,5,0,5,0,0,0,0,1,0,0,0,0,0,0
"4463532",4,33,6,0,0,10,0,27,5,6,36,9,4,0,0,13,0,3,6,0,2,1,1,16,2,2,1,6,15,11,88,29,6,13,14,38,25,31,2,1,0,0,0,12,7,2,11,3,1,73,37,1,0,4,11,7,2,42,9,0,10,4,5,1,1,7,3,16,3,1,4,0,5,4,1,8,10,3,7,2,0,8,132,34,8,0,2,9,2,12,3,9,0,14,11,7,30,21,2,12,4,4,1,1,28,2,0,5,4,0
"179826",20,20,7,1,29,22,21,1,10,11,26,13,25,4,31,16,23,75,25,5,3,5,2,107,149,4,1,7,37,33,228,155,29,13,5,1,1,6,29,0,4,4,19,17,0,44,0,0,5,13,0,0,2,2,3,32,32,24,6,6,0,1,0,0,0,3,16,5,1,0,0,0,1,30,0,13,5,0,1,0,4,1,56,0,0,0,1,11,0,16,0,4,16,0,1,2,2,0,9,4,1,0,5,0,0,2,0,0,0,0
"1602805",1,4,0,0,0,0,1,0,0,4,8,4,8,0,0,5,1,0,0,0,1,0,0,0,0,1,2,2,1,0,12,11,1,4,1,2,2,0,16,0,1,1,0,13,1,0,1,2,0,0,0,0,0,1,0,7,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0
"185034",3,6,0,1,0,0,0,0,4,8,0,4,7,0,4,15,0,11,2,14,3,1,9,1,2,4,0,4,6,5,17,0,0,0,2,17,4,2,3,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,1,10,15,0,1,1,0,2,0,0,0,0,0,0,0,3,0,0,26,0,0,1,0,0,0,0,20,0,0,0,0,4,1,6,0,3,0,3,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0
"4408418",0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,26,6,0,0,14,0,0,0,1,11,0,65,6,0,12,12,0,6,9,1,7,13,0,0,0,0,13,44,1,40,18,1,4,1,22,7,0,9,7,0,0,9,14,8,0,10,0,10,6,28,0,0,0,0,0,6,4,6,2,8,0,7,2,5
"174818",4,18,0,4,15,13,6,10,9,9,20,19,7,2,3,5,1,9,14,6,4,0,2,15,6,16,9,7,5,10,44,24,13,5,11,3,2,5,21,1,1,9,3,29,2,15,20,1,1,2,11,0,13,4,0,12,15,5,27,10,3,1,0,6,5,3,11,5,0,0,1,0,2,3,3,63,1,2,1,0,4,0,27,9,6,0,4,5,5,19,7,0,4,2,10,1,10,17,0,6,17,0,1,4,4,9,0,3,13,1
"562244",0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,26,1,341,0,0,0,1,10,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,209,1,4,0,2,38,0,33,494,57,0,26,0,70,137,138,35,217,43,1,284,21,0,1,63,0,11,57,55,1,6,57,108,1,122,3,0,294,168,20,138,12,219,7,4,0,0,467,20,0,7,101,258,0,57,15,0,30,118,250,79,57,95,24
"298553",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,18,0,0,18,6,0,0,46,87,0,60,0,0,53,119,17,1084,17,0,367,37,9,0,11,13,59,105,67,269,37,0,56,31,37,1,0,114,0,0,4,13,32,60,14,14,3,121,0,0,10,0,108,0,5,2,5,30,68,44,0,34,7,60
"925131",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21,0,0,0,100,28,0,0,2,56,0,35,0,0,31,1,3,20,21,0,39,32,28,0,0,0,40,365,1,3,14,0,0,0,0,16,1,0,0,0,5,166,31,37,13,12,44,0,11,15,0,33,55,29,38,56,16,3,4,42,0,20,42,5
"4404187",0,1,162,0,0,1,1,2,0,0,1,0,0,1,0,0,36,16,277,0,821,0,0,21,87,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,15,0,1,15,5,7,0,0,0,0,41,5,1,0,1,1,34,0,0,0,3,0,17,15,0,0,19,0,74,2,58,5,0,0,2,0,40,28,0,0,0,42,41,0,0,5,43,0,32,0,2,30,0,5,0,0,0,5,0,0
"348642",13,37,1,0,0,0,0,0,1,8,0,11,12,0,0,8,11,4,2,3,0,1,6,1,1,0,0,13,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,9,0,0,0,2,1,0,0,0,0,0,0,6,0,0,1,12,2,4,1,0,1,4,2,0,0,0,0,8,1,12,2,0,5,0,7,2,0,0,1,0,0,0,0,0,0,0,22,0,0,1,1,4,1,2,0,0,0,2,0,2,0,0,2,0
"36378",256,0,0,0,0,0,0,0,65,278,0,66,313,0,11,360,0,8,0,23,0,4,16,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,198,0,0,0,0,0,1,1,0,1,0,0,11,5,0,0,9,21,0,6,44,0,3,60,3,46,0,0,0,3,13,0,0,43,11,53,2,10,4,0,19,41,18,0,0,23,14,0,6,37,47,11,6,30,1,54,0,0,53,0,80,0,0,0,8,34,17,2,0,3,0,18
"515531",6,3,2,2,2,0,5,0,3,2,0,1,1,0,1,1,1,1,1,2,4,0,2,3,6,2,2,3,1,0,1,2,1,5,0,2,2,1,2,2,0,6,0,2,1,1,2,4,4,5,277,265,2,2959,3525,7,0,3,0,3,22394,532,381,1956,743,2,6279,33,7,4,6445,3,82,63,1,5,183,5,9972,3,20695,343,6,2848,10138,1,15,1349,349,841,107,4,6,13328,102,7,12,1,2,1,98,160,0,141,2,5272,1,6502,5,429
"4365130",101,181,169,360,110,31,135,204,34,70,4,69,58,119,348,84,180,424,401,25,85,204,52,6,46,20,166,25,52,63,21,15,0,17,18,344,23,77,18,67,0,183,0,4,54,0,0,46,1,0,6,20,0,3,0,0,22,892,9,850,1,0,386,2,5,31,0,0,1,1,28,0,22,7,0,125,16,1,25,4,153,18,246,0,3,0,0,18,0,44,20,10,52,7,0,48,406,7,0,47,14,43,2,3,1,7,0,0,0,5
"4288931",86,22,7,8,14,0,17,0,0,0,0,0,0,10,25,0,4,77,93,0,30,14,0,18,30,38,0,16,0,0,0,0,0,0,0,11,0,0,18,0,1,0,3,0,0,14,2,7,0,0,11,6,0,16,22,25,0,20,1,0,4,51,0,21,7,11,22,40,4,0,0,0,6,9,0,0,22,0,2,0,12,1,0,9,6,0,8,21,1,27,8,0,3,8,18,2,6,2,12,16,0,35,0,8,8,0,0,3,2,1
"3589845",12,1146,257,108,253,1,2247,0,395,1,38,0,1,0,0,1,188,0,31,192,113,0,3,0,2,26,195,7,88,254,217,105,84,40,0,867,0,76,1,161,9,3,83,22,14,509,3,0,0,119,0,250,0,4,0,315,0,0,3,0,9,0,271,2,0,6,351,1,0,0,0,1468,8,56,4,1,32,0,0,12,0,0,0,0,113,0,0,0,185,7,10,0,0,16,1,91,0,0,122,1,0,7,55,1,32,1,0,0,49,0
"509636",0,0,0,0,0,0,0,0,0,1,1,1,3,30,0,0,0,0,0,0,1,0,0,0,2,2,4,0,1,2,0,0,0,0,1,0,4,1,0,6,0,6,0,0,15,3,141,465,159,0,22,199,0,0,110,226,3,15,1,0,41,169,0,6,87,42,135,389,191,3,0,8,42,215,9,12,5,3,4,5,3,11,0,392,2,0,146,311,24,2379,1,22,170,26,54,2,11,5,80,4,118,52,10,7,6,4,4,18,82,198
"4423553",24,103,4,0,0,0,0,0,62,106,0,2,89,0,4,8,2,17,15,27,3,19,41,79,88,145,0,2,0,0,0,0,0,0,0,14,0,0,9,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,64,9,16,0,235,0,0,0,19,4,15,1,2,0,22,4,0,16,0,0,0,0,39,3,0,0,1,113,0,0,41,35,0,0,0,0,0,56,0,11,0,1,0,0,0,0,13,0,0
"849440",244,212,110,0,0,0,0,0,195,340,0,24,43,8,32,65,17,169,29,155,10,76,475,327,123,55,0,110,0,0,0,0,0,0,0,20,0,0,30,1,0,0,0,0,0,4,0,0,0,0,34,0,0,0,10,3,0,34,10,0,7,22,195,25,5,187,36,13,4,12,21,72,22,61,4,165,6,0,26,0,11,5,0,148,3,0,2,33,32,0,8,127,0,9,5,0,0,0,29,0,2,5,2,6,7,2,1,6,0,3
"4434579",2,0,32,0,0,0,0,0,0,0,1,0,0,65,0,0,10,0,181,0,14,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59,35,56,0,0,38,0,0,507,7,64,0,135,0,0,8,120,0,28,7,394,63,18,125,27,19,2,41,87,4,11,11,0,3,3,42,49,4,50,9,0,12,25,8,118,109,51,1,93,75,10,4,63,42,0,0,170,13,2,16,26,0,17,16,5
"2497335",90,172,29,0,0,0,0,0,0,1,0,0,0,15,45,1,36,71,61,2,13,33,0,1,8,3,40,24,33,59,11,5,0,3,6,293,17,37,7,7,0,36,1,0,7,0,0,0,0,104,0,11,0,6,0,0,0,408,0,1,0,0,220,2,0,26,0,0,0,3,26,0,12,4,0,154,0,1,10,7,212,29,37,0,1,0,0,2,0,68,39,0,72,1,0,20,62,3,0,32,3,8,1,0,1,6,0,0,0,2
"1952",47,273,24,5,8,31,4,18,41,103,18,44,74,37,57,40,18,223,138,46,13,35,58,150,209,14,322,63,87,98,54,37,7,5,35,21,61,27,12,58,2,239,1,13,23,0,0,1,0,0,0,0,0,1,0,0,0,3266,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0
"4412540",19,384,9,2,7,0,16,0,212,65,1,29,38,1,38,149,2,130,8,628,14,48,513,21,75,83,0,13,24,70,62,34,10,0,17,77,19,5,11,0,0,0,0,0,1,1,31,17,1,1,321,1,2,19,251,24,0,52,168,0,135,815,427,121,49,132,366,456,34,9,385,92,144,394,18,1741,66,0,594,52,422,46,6,4414,24,1,12,228,363,12,15,690,21,176,8,28,19,1,386,166,63,488,7,194,46,93,0,102,11,40
"300859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,211,0,1,0,97,0,2,0,105,1481,0,3,1,0,39,477,0,20,43,0,136,201,270,0,1,0,101,84,291,1341,52,0,8,69,0,411,1,32,48,1,197,241,244,7440,1,113,1,447,255,0,0,19,50,1,326,303,423,17,18,178,3,70,95,150
"2018038",31,182,6,2,13,0,2,0,28,28,1,31,28,0,3,28,0,1,0,6,6,4,16,1,3,12,4,76,0,0,1,2,4,9,1,20,0,0,61,0,0,4,0,1,0,19,947,3,0,20,91,2,0,1,177,224,0,671,0,1,51,115,0,337,44,720,202,138,87,43,50,0,67,208,49,99,295,2,46,325,35,123,1,625,38,0,187,72,115,5,83,3,12,37,333,13,2,3,252,38,89,18,38,88,97,18,27,63,201,63
