"10317.000094712.74740",7213,18,1421,1332,204,16886,159,88,29,0,380,3,5,4,3,1,22,0,8,0,277,0,0,1,1,0,69,0,2,31,1,1,3,0,0,0,0,0,0,2
"10317.000098763.64038",1009,4596,7105,7589,650,21,577,0,887,0,114,3,1,1,3,39,612,516,64,12,12,35,4,21,1,92,95,0,0,63,31,1,202,31,6,0,368,270,28,0
"10317.000113464.81179",9877,7,13660,7219,746,140,851,83,109,0,967,170,14,71,39,31,3,2,42,18,2059,0,106,0,8,1,46,1,6,39,0,0,10,0,0,2,0,0,0,0
"10317.000046344.48049",1719,10,2256,1055,428,3424,276,153,65,5,948,122,2,128,1943,0,8,1,13,6,422,59,6,0,10,5,21,0,1,73,0,1,61,0,0,0,27,0,0,367
"10317.000062117.48064",16610,580,3453,2735,1006,2079,58,802,121,74,606,60,23,177,2,0,17,173,23,20,675,99,34,1,0,2,31,5,2,309,0,0,27,1,0,0,19,10,1,118
"10317.000053454.48049",2288,92,968,472,32,7824,51,143,54,0,533,28,0,4,0,5,1,944,13,11,0,0,0,2,8,0,155,2,0,48,31,0,19,2,1,1,0,0,0,0
"10317.000030556.48041",4250,0,6222,1847,1304,484,186,716,63,24,164,60,0,251,0,0,9,0,27,214,406,396,33,0,0,6,144,0,0,71,0,0,161,0,0,0,48,0,0,0
"10317.000105437.74740",0,4517,0,1127,25,4,10582,0,78,0,1909,0,19,0,2,51,2608,5,55,0,0,0,0,3920,11,6562,0,7,0,0,1616,2,1,957,146,1,0,1,2750,1
"10317.000092933.54640",20,69,13,32,6,37,84,7,1,0,12,0,70,1,63,1982,1328,9,1,0,0,0,0,343,2283,916,0,151,516,4,42,1666,1,188,43,4,1,0,350,10
"10317.000041295.55074",8199,5,2837,3051,285,20,25,2,67,61,271,10,1,149,0,0,1,0,8,2,337,297,190,0,0,3,5,0,0,28,0,0,12,1,0,1,0,0,0,0
"10317.000098915.66115",26449,546,21622,8385,2618,342781,2562,2136,402,97,3693,316,104,855,225,1101,69,2402,1016,132,1210,395,166,4,466,157,262,199,11,779,25,1,886,8,0,50,916,26,0,58
"10317.000103852.81179",7926,1087,3928,5795,1697,97,36,129,245,1,456,93,139,375,42,62,19,0,78,2,965,482,213,0,728,268,7,0,3,129,0,0,169,3,0,2,35,0,0,111
"10317.000048273.48008",1943,2587,2933,2707,1487,1412,67,1,54,26,137,76,1,34,1,3,18,187,63,30,221,105,0,1,2,18,1,2,1,124,0,2,505,0,0,0,10,0,1,0
"10317.000108618.71225",493,102,6403,9761,1069,18,145,0,307,0,133,73,369,0,8,0,32,73,80,4,76,48,1,0,7,3,14,0,2,274,1,0,19,3,0,1,1,0,0,0
"10317.000048283.48049",1269,0,937,645,93,8585,29,2,156,3,96,2,7,1,516,0,18,25,12,3,51,81,1,1,0,0,9,22,0,7,1,14,5,1,0,0,0,0,0,0
"10317.000092613.51574",7778,6,1623,6233,529,341,161,1,70,0,336,0,41,230,3,0,3,0,53,2,518,0,0,1,5,6,159,0,2,4,0,0,18,5,1,0,0,0,0,0
"10317.000109191.79378",26391,28,11372,15019,1134,128,782,0,1106,0,671,547,0,1049,2,1,192,3449,55,2,346,0,2,4,0,4228,117,0,1095,574,2,0,708,4,8,1,3,0,2,3
"10317.000112902.81179",894,11,2309,989,185,17177,154,152,12,0,33,90,4,133,1146,0,28,0,15,5,102,9,3,29,1,19,24,5102,0,79,4,0,99,2,2,3919,35,0,11,0
"10317.000067469.48085",11981,21,2513,3488,378,4,378,1,218,0,1222,1,1,3,0,0,2,0,5,8,341,1,681,0,0,0,353,0,0,62,0,0,8,1,0,0,1,0,0,0
"10317.000074542.50458",15683,2542,15453,13948,827,893,6160,1004,99,111,3755,12254,1,89,60,11,575,3,110,1,3,1,3,2,4,942,0,4,1,982,0,1,1147,8,2,1,1,2,0,1
"10317.000103050.74740",379,6871,2498,1820,497,746,560,194,245,0,33,53,0,7,1,2,1,218,20,23,2,10,0,0,1,0,52,0,10,47,0,0,36,0,0,0,317,43,0,137
"10317.000058993.48082",1780,14,1290,1368,1321,16513,336,4,65,23,191,22,0,8,66,12,56,668,14,5,469,42,10,0,0,1,20,3,12,45,2,0,5,0,0,0,52,0,0,0
"10317.000101090.56194",3034,6,3041,5794,216,3226,29,1,181,0,128,47,0,86,0,0,6,1,41,0,29,0,0,1,0,2,4,0,4,141,0,0,14,0,1,0,0,0,0,151
"10317.000067483.48085",1209,31470,535,1499,51,8,460,3,18,0,118,142,6,306,0,0,1,2,42,0,25,10,2,0,0,1,0,0,0,1192,0,0,2,0,0,0,0,0,0,0
"10317.000074541.50458",7664,234,2591,2103,681,67922,2076,594,37,14,448,13,5,28,51,330,7,221,5,0,118,515,4,1,12,2,107,4,0,70,0,1,12,1,0,1,87,1,0,2
"10317.000033506.48041",4789,142,8359,4025,1495,2022,182,1,33,99,96,25,178,2,1,17,1,47,20,14,433,143,579,0,18,2,66,1,0,173,0,0,85,3,0,0,1,0,0,1
